Date,Open,High,Low,Close,Volume
2010-01-04,34.9383,35.0621,34.6908,34.9693,20069
2010-01-05,35.155,35.2169,34.7527,34.9693,16430
2010-01-06,34.9693,35.7429,34.9693,35.6191,18953
2010-01-07,35.6501,35.9905,35.4644,35.5263,14101
2010-01-08,35.4644,35.7429,35.3097,35.7429,11324
2010-01-11,35.3406,35.9286,35.3406,35.8358,11555
2010-01-12,35.6191,35.8048,35.4335,35.6501,7296
2010-01-13,35.3097,35.3716,35.0931,35.124,16666
2010-01-14,35.1549,35.6501,35.1549,35.5573,9959
2010-01-15,35.4954,35.8667,35.4954,35.7739,8404
2010-01-18,35.5573,35.712,35.4644,35.5882,5015
2010-01-19,35.5882,35.712,34.9693,35.124,6718
2010-01-20,35.1549,35.2478,34.7217,34.9074,23380
2010-01-21,34.7526,34.9074,34.5051,34.6289,13834
2010-01-22,34.1647,34.1647,33.6386,33.6695,29399
2010-01-25,0.0,33.7005,33.2982,33.5457,12826000
2010-01-26,33.5148,33.7624,32.6483,32.7721,26370
2010-01-27,32.7721,32.9887,32.6174,32.7411,14839
2010-01-28,32.8649,33.5457,32.8649,33.4529,12575
2010-01-29,32.7721,32.9578,32.3079,32.803,13772
2010-02-01,32.8959,32.9268,32.1532,32.4317,19597
2010-02-02,32.7721,32.7721,31.9365,32.0913,11972
2010-02-03,32.246,32.6792,32.2151,32.6483,13553
2010-02-04,32.6483,32.7102,32.4007,32.5245,5937
2010-02-05,31.7199,31.7509,31.2557,31.4104,24170
2010-02-08,31.5961,31.689,31.3795,31.4723,18144
2010-02-09,31.4723,31.9675,31.4105,31.9056,11263
2010-02-10,32.1532,32.3388,31.9984,32.246,11219
2010-02-22,32.834,32.8959,32.5555,32.5555,11187
2010-02-23,32.5555,32.6483,32.3079,32.5555,9571
2010-02-24,32.2769,32.5245,32.2769,32.3388,11026
2010-02-25,32.3388,32.3698,31.7818,31.9675,20361
2010-02-26,31.9675,32.0294,31.689,31.9056,9375
2010-03-01,31.8746,32.7721,31.8746,32.6792,13623
