Date,Open,High,Low,Close,Volume
2010-01-04,56.6138,56.8,56.0551,56.4275,36204466
2010-01-05,57.1725,57.9174,56.4275,56.8,48342558
2010-01-06,56.8,56.9862,56.4275,56.4275,42690045
2010-01-07,56.4275,56.8,55.3102,55.8688,41818411
2010-01-08,55.8689,56.2413,54.7515,56.0551,35507158
2010-01-11,55.1239,55.8688,55.1239,55.3102,36579346
2010-01-12,55.3102,55.6826,54.9377,55.1239,47109928
2010-01-13,54.379,54.7515,54.0065,54.1928,49217278
2010-01-14,54.379,55.8688,54.379,55.6826,34934810
2010-01-15,56.4275,56.9862,55.8688,56.8,44018324
2010-01-18,56.2413,56.6138,55.8688,56.2413,23759373
2010-01-19,56.4275,56.6138,55.1239,55.4964,27744210
2010-01-20,55.8688,55.8688,54.7515,54.9377,41758245
2010-01-21,54.1928,54.7515,54.0066,54.379,41755159
2010-01-22,52.5167,52.8892,51.0269,51.3993,114111640
2010-01-25,50.6544,52.1442,50.4682,51.958,51202754
2010-01-26,52.5167,52.5167,50.4682,50.8406,59112260
2010-01-27,51.0269,51.2131,49.5371,49.5371,57725359
2010-01-28,50.6544,51.7718,49.9095,50.6544,48780689
2010-01-29,49.7233,50.0957,48.9783,50.0957,56886121
2010-02-01,49.537,50.0957,48.4197,48.9783,37849002
2010-02-02,50.282,50.6544,49.7233,49.9095,52697646
2010-02-03,50.8407,51.3993,50.282,51.3993,34317724
2010-02-04,51.3993,51.3993,50.4682,50.8406,23378323
2010-02-05,49.537,49.7233,49.1646,49.3508,41730476
2010-02-08,50.4682,50.8406,49.9095,49.9095,33566421
2010-02-09,49.537,50.282,49.3508,49.7233,47870487
2010-02-10,50.2819,50.8406,49.7233,50.0957,43268564
2010-02-22,51.3993,51.3993,49.7233,50.0957,50570240
2010-02-23,50.0957,50.4682,49.537,50.0957,37290538
2010-02-24,49.9095,49.9095,49.3508,49.3508,27292194
2010-02-25,49.537,49.537,47.3023,47.6747,81910522
2010-02-26,46.9298,48.4197,46.9298,47.3023,47174722
2010-03-01,48.6059,49.1646,47.861,48.6059,40204729
2010-03-02,49.5371,50.282,49.1646,49.5371,60881756
2010-03-03,49.9095,49.9095,49.3508,49.7233,23760916
2010-03-04,50.282,50.282,49.1646,49.7233,32631535
2010-03-05,50.282,50.282,49.537,49.9095,27707184
2010-03-08,50.6544,51.2131,50.0957,51.2131,45942091
2010-03-09,51.2131,51.5856,50.8407,51.3993,35712339
2010-03-10,51.3993,51.5856,51.0269,51.3993,23845766
2010-03-11,51.958,51.958,51.2131,51.2131,34687976
2010-03-12,51.3993,51.3993,50.4682,51.2131,26434444
