Date,Open,High,Low,Close,Volume
2010-01-04,4.2504,4.2762,4.1816,4.259,70954657
2010-01-05,4.2977,4.4096,4.2633,4.2934,76603699
2010-01-06,4.345,4.3665,4.2547,4.302,55856513
2010-01-07,4.3235,4.3665,4.2805,4.2934,52109184
2010-01-08,4.345,4.4096,4.2934,4.345,59489402
2010-01-11,4.3881,4.5171,4.3665,4.4741,60369015
2010-01-12,4.5171,4.5386,4.3881,4.4096,41946519
2010-01-13,4.3665,4.3881,4.3235,4.345,31795073
2010-01-14,4.345,4.3881,4.3235,4.345,29426627
2010-01-15,4.3881,4.4311,4.345,4.3665,31943171
2010-01-18,4.302,4.3665,4.302,4.345,27053693
2010-01-19,4.3665,4.3881,4.302,4.302,31681756
2010-01-20,4.345,4.345,4.216,4.216,43797744
2010-01-21,4.216,4.2504,4.1557,4.1686,30468923
2010-01-22,4.1084,4.1084,4.0009,4.0138,49652104
2010-01-25,3.988,4.0052,3.9234,3.9277,35518841
2010-01-26,3.9406,3.9578,3.803,3.8073,51865720
2010-01-27,3.846,3.846,3.7987,3.8202,23935781
2010-01-28,3.846,3.932,3.8288,3.8761,30232190
2010-01-29,3.8288,3.8374,3.7643,3.8202,33720347
2010-02-01,3.8503,3.8546,3.7341,3.7341,24281343
2010-02-02,3.8288,3.8288,3.6825,3.6997,29819311
2010-02-03,3.7427,3.7686,3.7083,3.7557,20774112
2010-02-04,3.7815,3.7901,3.7427,3.7686,16755271
2010-02-05,3.6954,3.6954,3.5276,3.5276,39895586
2010-02-08,3.5621,3.6524,3.532,3.6524,23880805
2010-02-09,3.6524,3.7169,3.618,3.7083,18941960
2010-02-10,3.7212,3.7384,3.6653,3.6653,28423599
2010-02-22,3.7514,3.7987,3.7212,3.7858,22955192
2010-02-23,3.7901,3.8202,3.76,3.7944,14208434
2010-02-24,3.7772,3.8503,3.7557,3.7944,20428550
2010-02-25,3.8288,3.8288,3.6997,3.7255,26230178
2010-02-26,3.7427,3.7772,3.7384,3.7557,10762911
2010-03-01,3.7557,3.8546,3.7557,3.8116,18125177
2010-03-02,3.8374,3.8417,3.8116,3.8159,9800274
2010-03-03,3.8288,3.9019,3.8288,3.8847,19911329
2010-03-04,3.9148,3.9148,3.7686,3.7901,32123806
2010-03-05,3.8288,3.8933,3.8288,3.8503,23031485
2010-03-08,3.8589,3.8933,3.8589,3.8718,15197998
2010-03-09,3.8503,3.8847,3.8503,3.8804,8902710
2010-03-10,3.8847,3.8933,3.8589,3.8847,9029491
2010-03-11,3.8718,3.8761,3.8288,3.8374,11614474
2010-03-12,3.8632,3.8632,3.8245,3.8503,9692566
2010-03-15,3.8331,3.8331,3.7557,3.7557,14275751
2010-03-16,3.7557,3.8202,3.7557,3.7987,8570611
2010-03-17,3.8288,3.8976,3.8202,3.8933,24772759
2010-03-18,3.9148,3.9492,3.8976,3.9148,21144357
2010-03-19,3.9148,3.9449,3.889,3.9449,12220330
2010-03-22,3.8933,3.9148,3.8718,3.8847,13923457
2010-03-23,3.8976,3.9105,3.8718,3.8847,11878134
2010-03-24,3.9062,3.9363,3.8933,3.9019,12818332
2010-03-25,3.9019,3.9277,3.846,3.9105,18641276
2010-03-26,3.8847,3.9492,3.8374,3.9019,17734737
2010-03-29,3.9191,3.9449,3.8847,3.8976,21355285
2010-03-30,3.9105,3.9363,3.8976,3.9277,21425968
2010-03-31,3.9277,3.9277,3.8675,3.8718,19129327
2010-04-01,3.8718,3.9492,3.8718,3.9406,23362462
2010-04-02,3.9535,3.9708,3.9363,3.9578,11557255
2010-04-06,3.9665,3.9966,3.9449,3.9492,17540639
2010-04-07,3.9579,3.9751,3.9535,3.9751,11542669
2010-04-08,3.9708,4.0482,3.9535,3.9794,24637002
2010-04-09,3.9837,4.0138,3.9794,4.0052,14265653
2010-04-12,4.0138,4.0482,4.0052,4.0138,13037113
2010-04-13,4.0095,4.0095,3.9277,3.9363,12249501
2010-04-14,3.9492,3.9966,3.9492,3.988,11709840
2010-04-15,4.0181,4.031,4.0009,4.0224,14691996
2010-04-16,4.0181,4.0224,3.9535,3.9578,14030043
2010-04-19,3.8761,3.9019,3.8202,3.8288,31489901
2010-04-20,3.846,3.8503,3.8202,3.8245,15232778
2010-04-21,3.8288,3.8718,3.8288,3.8503,11722182
2010-04-22,3.8202,3.8202,3.7514,3.7772,20328696
2010-04-23,3.7772,3.7987,3.7643,3.7772,14236482
2010-04-26,3.8245,3.889,3.8245,3.8589,26825936
2010-04-27,3.8374,3.8546,3.8202,3.8245,11815304
2010-04-28,3.7255,3.7772,3.7255,3.7514,17703322
2010-04-29,3.7557,3.7772,3.7471,3.7471,12411062
2010-04-30,3.8718,3.8804,3.7815,3.8073,53960410
2010-05-03,3.846,3.8503,3.7944,3.8202,15765707
2010-05-04,3.8503,3.8503,3.7729,3.7944,20209769
2010-05-05,3.7255,3.7255,3.6653,3.6653,33559908
2010-05-06,3.6653,3.6954,3.6137,3.6137,27108668
2010-05-07,3.5707,3.6137,3.5492,3.5836,24575295
2010-05-10,3.6051,3.6524,3.6008,3.6395,12394233
2010-05-11,3.6567,3.6911,3.5965,3.5965,24553978
2010-05-12,3.6223,3.6481,3.6094,3.6266,10691106
2010-05-13,3.6911,3.7729,3.6653,3.7298,26593691
2010-05-14,3.704,3.7557,3.704,3.7427,11319400
2010-05-17,3.6997,3.6997,3.6266,3.6696,14997168
2010-05-18,3.6954,3.6954,3.6567,3.6653,11091643
2010-05-19,3.6352,3.6739,3.618,3.6524,10913253
2010-05-20,3.6524,3.6524,3.6008,3.6008,14571947
2010-05-21,3.5233,3.532,3.4932,3.5061,23595828
2010-05-24,3.5363,3.5621,3.5233,3.5276,12450331
2010-05-25,3.5061,3.5061,3.3986,3.4072,25320273
2010-05-26,3.4287,3.4588,3.4072,3.4072,28488673
2010-05-27,3.4115,3.4803,3.39,3.4588,16777710
2010-05-28,3.519,3.519,3.476,3.4975,20931186
2010-05-31,3.4674,3.5406,3.4674,3.5406,13071893
2010-06-01,3.5233,3.532,3.4932,3.5104,10130128
2010-06-02,3.4846,3.532,3.4631,3.4674,12170964
2010-06-03,3.519,3.5707,3.5104,3.5535,14387946
2010-06-04,3.5535,3.5621,3.532,3.532,5369675
2010-06-07,3.4631,3.4889,3.4287,3.4717,16158391
2010-06-08,3.4717,3.5018,3.4502,3.476,8525733
2010-06-09,3.4889,3.5018,3.4459,3.4502,11195985
2010-06-10,3.4674,3.4975,3.4545,3.4975,7923243
2010-06-11,3.5276,3.5707,3.5276,3.5621,12912576
2010-06-14,3.6137,3.6696,3.6137,3.6352,19910207
2010-06-15,3.6352,3.6954,3.618,3.6696,16701417
2010-06-17,3.6997,3.7126,3.6653,3.6954,21589773
2010-06-18,3.7083,3.7083,3.6567,3.6782,11570718
2010-06-21,3.7212,3.7772,3.7212,3.7471,29083309
2010-06-22,3.7643,3.7643,3.7384,3.7427,13285065
2010-06-23,3.7384,3.76,3.7169,3.7212,10422958
2010-06-24,3.7341,3.7643,3.7212,3.7514,9527639
2010-06-25,3.7255,3.8546,3.7255,3.7729,41264371
2010-06-28,3.803,3.8675,3.7858,3.8159,42500765
2010-06-29,3.8288,3.8589,3.7341,3.7341,34073763
2010-06-30,3.661,3.7298,3.6438,3.7298,23410706
2010-07-01,3.7255,3.7341,3.6825,3.704,7342071
2010-07-02,3.6997,3.8245,3.6782,3.7643,38493142
2010-07-05,3.7729,3.8331,3.7729,3.8202,35739866
2010-07-06,3.7858,3.8546,3.7858,3.8546,23639585
2010-07-07,3.8288,3.846,3.7987,3.8159,17095223
2010-07-08,3.8675,3.8675,3.8202,3.8374,18452788
2010-07-09,3.8632,3.8632,3.8159,3.8202,18845472
2010-07-12,3.8288,3.9019,3.8202,3.8417,30748289
2010-07-13,3.8675,3.8847,3.8288,3.8417,12985503
2010-07-14,3.8675,3.889,3.8632,3.889,24467587
2010-07-15,3.8933,3.9708,3.8933,3.9449,33941372
2010-07-16,3.9579,4.0353,3.9062,3.9535,50499179
2010-07-19,3.9148,3.9578,3.9148,3.9363,24921979
2010-07-20,3.9363,3.9578,3.9062,3.9277,20338794
2010-07-21,3.9622,3.9708,3.9062,3.9148,25605249
2010-07-22,3.9363,3.9535,3.9019,3.9019,16298635
2010-07-23,3.9277,3.9492,3.9277,3.932,19060887
2010-07-26,3.9492,3.9837,3.9277,3.9277,17813274
2010-07-27,3.9794,3.9837,3.932,3.932,16334538
2010-07-28,3.9535,3.9751,3.9449,3.9708,21715432
2010-07-29,3.9794,3.9837,3.9622,3.9751,16037220
2010-07-30,3.9751,4.0009,3.9363,3.9578,23457828
2010-08-02,3.9923,4.16,3.9923,4.1213,77046871
2010-08-03,4.1773,4.1816,4.1213,4.1299,34193812
2010-08-04,4.173,4.173,4.1213,4.1342,28308038
2010-08-05,4.1514,4.2074,4.1385,4.1471,40067245
2010-08-06,4.1686,4.173,4.1428,4.1686,26126958
2010-08-09,4.1686,4.2547,4.1686,4.2461,40655149
2010-08-10,4.259,4.259,4.1816,4.1902,42002617
2010-08-11,4.1859,4.1859,4.0869,4.0869,93599068
2010-08-12,4.4506,4.5156,4.4506,4.4906,39444866
2010-08-13,4.5106,4.5106,4.4506,4.5056,23039849
2010-08-16,4.4956,4.5356,4.4706,4.5056,13258444
2010-08-17,4.5056,4.5306,4.4756,4.4756,19916735
2010-08-18,4.4956,4.5056,4.4506,4.4706,22009690
2010-08-19,4.4457,4.4656,4.3957,4.4007,28580265
2010-08-20,4.3957,4.4257,4.3707,4.3757,18261342
2010-08-23,4.3807,4.4606,4.3707,4.4407,20443034
2010-08-24,4.4656,4.4706,4.4207,4.4307,13637869
2010-08-25,4.3957,4.3957,4.2708,4.2758,34861171
2010-08-26,4.2708,4.2708,4.1959,4.2009,22809338
2010-08-27,4.2059,4.2658,4.2059,4.2558,13692946
2010-08-30,4.2758,4.3208,4.2708,4.2908,13506294
2010-08-31,4.2708,4.3807,4.2209,4.3807,19566889
2010-09-01,4.3457,4.3557,4.3058,4.3208,17296461
2010-09-02,4.3607,4.3657,4.3208,4.3258,13551172
2010-09-03,4.3358,4.3657,4.3208,4.3358,14834280
2010-09-06,4.3457,4.3757,4.3457,4.3507,12187487
2010-09-07,4.3507,4.3707,4.3208,4.3258,10119011
2010-09-08,4.3258,4.3607,4.2858,4.3158,10060873
2010-09-09,4.3358,4.3408,4.2908,4.3058,10168989
2010-09-10,4.3358,4.3507,4.3208,4.3358,12282343
