Date,Open,High,Low,Close,Volume
2010-01-04,29.1725,29.2726,28.7722,28.8222,3533990
2010-01-05,29.0224,29.7229,29.0224,29.7229,17237670
2010-01-06,29.7229,31.7745,29.6729,31.5243,29381910
2010-01-07,31.5243,32.3249,31.3742,31.7745,25563100
2010-01-08,32.2749,32.6252,31.6244,31.8246,14937900
2010-01-11,31.8245,32.5251,31.7745,32.5251,13776400
2010-01-12,32.5251,32.7753,32.0247,32.5251,11211000
2010-01-13,32.0247,32.2749,31.8746,32.2249,6772050
2010-01-14,32.2249,32.425,31.8746,32.1748,9689940
2010-01-15,32.0247,32.2749,31.9747,32.0747,9963650
2010-01-18,31.7745,32.3249,31.7745,32.2249,8438550
2010-01-19,32.1248,32.1248,31.8245,31.9246,11399870
2010-01-20,32.2249,32.425,31.8746,32.2249,15060110
2010-01-21,32.1748,32.2249,31.8245,32.1748,9035460
2010-01-22,31.7745,32.2749,31.2741,32.1748,15902450
2010-01-25,31.9246,31.9246,31.3242,31.8246,9503090
2010-01-26,31.7245,31.7745,30.6737,31.0239,19201110
2010-01-27,30.9238,31.174,30.5235,30.9238,7733570
2010-01-28,30.7737,31.2241,30.6236,30.6236,9375830
2010-01-29,30.4235,30.4735,29.5728,30.0232,12214940
2010-02-01,29.9231,30.0232,29.0224,29.5228,8304220
2010-02-02,30.0232,30.0232,28.522,29.3226,10125250
2010-02-03,29.0224,29.5228,28.9223,29.1225,9944460
2010-02-04,29.2726,29.7229,28.7722,29.5228,7138680
2010-02-05,28.572,29.0224,28.4219,28.7722,8667820
2010-02-08,29.6228,29.6228,28.9723,29.2225,6272100
2010-02-09,29.2225,29.773,29.0724,29.5228,6145850
2010-02-10,29.6229,30.4235,29.2225,30.0732,8442590
2010-02-22,30.7237,31.1741,30.4235,30.8738,8272910
2010-02-23,31.2741,32.0247,30.7737,31.7745,15877200
2010-02-24,31.5243,32.2249,31.0239,31.5744,14246050
2010-02-25,31.6744,32.0247,31.174,31.8246,14656110
2010-02-26,31.8245,31.9246,31.4242,31.7745,6511470
2010-03-01,32.0247,32.4751,31.5243,31.6744,9806090
2010-03-02,32.0747,32.0747,31.6244,31.9246,7962840
2010-03-03,32.1748,32.5251,32.1748,32.5251,19555620
2010-03-04,32.6252,32.7753,31.5243,31.7745,12895680
2010-03-05,32.0247,32.475,31.7745,32.425,11543290
2010-03-08,32.5251,32.7753,32.3249,32.3249,8203220
