Date,Open,High,Low,Close,Volume
2017-11-13,83.8699,92.1934,71.7772,83.8699,1599217
2017-11-14,77.9202,83.888,76.1081,77.9202,639648
2017-11-15,74.9,80.0343,73.994,74.9,618634
2017-11-16,76.7061,76.7121,71.2758,76.7061,720479
2017-11-17,78.5242,80.9343,75.504,78.5242,593834
2017-11-20,80.9403,81.8887,77.9262,80.9403,346327
2017-11-21,87.5847,91.8069,80.3363,87.5847,726144
2017-11-22,86.0746,89.9042,85.7726,86.0746,310785
2017-11-23,85.1685,87.5968,83.9605,85.1685,170097
2017-11-24,83.9605,87.5847,83.3565,83.9605,115535
2017-11-27,82.7524,85.0659,81.5443,82.7524,132952
2017-11-28,82.1484,84.5645,81.5504,82.1484,164970
2017-11-29,83.3565,85.1625,81.8464,83.3565,110366
2017-11-30,85.1625,85.1625,82.1484,85.1625,186319
2017-12-01,82.4504,83.3565,81.5504,82.4504,105091
2017-12-04,81.8464,82.1544,80.6444,81.8464,116987
2017-12-05,84.1236,84.1236,80.3363,84.1236,72373
2017-12-06,81.5444,84.1296,80.9403,81.5444,194435
2017-12-07,81.6048,84.4377,80.9403,81.6048,111395
2017-12-08,81.5444,83.0544,80.9403,81.5444,150453
2017-12-11,82.7524,84.5585,81.5443,82.7524,264223
2017-12-12,82.4504,84.4981,81.6048,82.4504,81778
2017-12-13,82.1484,82.6739,81.5504,82.1484,20413
2017-12-14,81.9672,82.7524,81.8464,81.9672,83317
2017-12-15,81.5444,83.9605,81.5444,81.5444,13815
2017-12-18,82.4504,84.2565,81.2423,82.4504,52687
2017-12-19,83.0544,85.1686,82.1484,83.0544,261853
2017-12-20,83.4773,83.9544,82.7524,83.4773,142769
2017-12-21,83.6524,83.6524,82.1544,83.6524,37530
2017-12-22,82.4504,83.1148,80.0403,82.4504,326533
2017-12-25,82.4504,83.6524,81.6108,82.4504,86849
2017-12-26,82.4383,83.6524,81.2484,82.4383,42112
2017-12-27,81.8464,82.4504,81.5444,81.8464,139980
2017-12-28,81.8524,82.4444,81.8283,81.8524,85585
2017-12-29,82.3357,82.7585,81.8524,82.3357,140605
2018-01-02,82.1484,82.7524,81.5504,82.1484,49260
2018-01-03,82.4625,83.3504,82.1484,82.4625,195829
2018-01-04,83.586,83.7189,82.4625,83.586,188396
2018-01-05,83.9605,85.1625,83.3565,83.9605,134908
2018-01-08,84.5645,85.4645,83.9605,84.5645,117205
2018-01-09,84.8665,85.4645,83.9665,84.8665,137258
2018-01-10,87.5907,89.3907,84.8665,87.5907,744590
2018-01-11,95.9747,99.3633,87.5847,95.9747,1001068
2018-01-12,97.823,97.968,93.329,97.823,312286
2018-01-15,93.323,98.1432,90.6109,93.323,400219
2018-01-16,94.8391,96.0411,93.9633,94.8391,98069
2018-01-17,95.4371,95.7572,94.5854,95.4371,81651
2018-01-18,96.0411,99.3875,95.4371,96.0411,380373
2018-01-19,96.1015,97.2492,95.4431,96.1015,59973
2018-01-22,97.2492,98.1492,96.0472,97.2492,277613
2018-01-23,102.3774,103.5251,96.2888,102.3774,457461
2018-01-24,100.8734,102.3774,99.0673,100.8734,143564
2018-01-25,99.6653,102.6251,98.4573,99.6653,292253
2018-01-26,104.4311,105.6996,99.9673,104.4311,227222
2018-01-29,104.703,105.0956,102.3291,104.703,238404
2018-01-30,104.4614,105.6996,102.5224,104.4614,229054
2018-01-31,104.9748,104.9748,102.3291,104.9748,254580
2018-02-01,109.9278,111.0272,102.6855,109.9278,463067
2018-02-02,110.5379,112.5312,108.7258,110.5379,438523
2018-02-05,111.7399,111.7399,106.3097,111.7399,404980
2018-02-06,109.9278,111.1419,105.7117,109.9278,599870
2018-02-07,116.5782,116.85,108.7258,116.5782,485427
2018-02-08,122.1601,122.6699,118.2217,122.1601,217890
2018-02-09,122.1601,122.1601,122.1601,122.1601,0
2018-02-12,116.9471,119.1713,114.0794,116.9471,218395
2018-02-21,112.7284,117.1957,111.1989,112.7284,384856
2018-02-22,108.9748,112.7284,106.6933,108.9748,320000
2018-02-23,109.6057,110.4342,108.3375,109.6057,234521
2018-02-26,108.9748,110.4342,108.465,108.9748,125875
2018-02-27,105.4698,109.3572,104.7879,105.4698,341725
2018-03-01,102.2834,105.1511,100.6902,102.2834,511284
2018-03-02,102.1495,102.602,100.0529,102.1495,588305
2018-03-05,102.1495,102.1495,102.1495,102.1495,0
2018-03-06,103.8765,105.3996,102.0284,103.8765,490310
2018-03-07,108.6498,108.7199,103.5515,108.6498,498589
2018-03-08,111.5239,111.8999,108.3375,111.5239,442057
2018-03-09,110.8866,114.7103,110.4533,110.8866,480036
2018-03-12,112.4798,114.4554,110.2557,112.4798,345531
2018-03-13,112.5308,114.4426,111.9063,112.5308,233781
2018-03-14,113.5249,115.1181,112.7666,113.5249,549407
2018-03-15,114.8951,115.0799,112.4798,114.8951,436470
2018-03-16,112.1676,114.3917,111.5239,112.1676,248885
2018-03-19,119.1713,120.4394,113.0534,119.1713,1024704
2018-03-20,118.9737,120.4394,117.2658,118.9737,383743
